parent_speech,counter_speech,response,original_cn_id,original_hateSpeech,original_counterSpeech,original_hsType,original_hsSubType,original_cnType,original_age,original_gender,original_educationLevel
hate speech,counter hate speech,"hate speech, because it promotes violence and hate based on religion (Muslims).--counter hate speech, because it challenges the hate narrative by promoting empathy and calling out the intolerance and divisive mindset present in the previous speech.",ENT1ST0014HS0004CN000854,"You think these Muslim cockroaches have won? No, now is time for bloody retribution!",I do not think Muslim people are trying to 'win' anything. It is only intolerant individuals like you trying to make this an us and them competition.,Islamophobia,generic,"denouncing , facts",21,female,Master
hate speech,counter hate speech,"hate speech, because it promotes hate and violence based on religion (Muslims).--counter hate speech, because it challenges the hate narrative by pointing out the intolerance in the previous speech and promoting empathy and understanding.",ENT1ST0014HS0004CN000854P1,This despicable Muslims hadn't won yet. Now there will be a cruel punishment!,I do not think Muslim people are trying to 'win' anything. It is only intolerant individuals like you trying to make this an us and them competition.,Islamophobia,generic,"denouncing , facts",21,female,Master
hate speech,counter hate speech,"Hate speech, because it promotes violence and harm based on religion (Muslims).--Counter hate speech, because it challenges the hateful narrative directed towards Muslims and promotes empathy and understanding instead of inciting violence or harm.",ENT1ST0014HS0004CN000854P2,"We should have a flaming punishment on these Muslims, before they win.",I do not think Muslim people are trying to 'win' anything. It is only intolerant individuals like you trying to make this an us and them competition.,Islamophobia,generic,"denouncing , facts",21,female,Master
hate speech,counter hate speech,"hate speech, because it promotes violence and hate based on religion (Muslims).--counter hate speech, because it challenges the anger and aggression in the previous hate speech by asking for calm and questioning the reason for the anger.",ENT1ST0014HS0004CN000855,"You think these Muslim cockroaches have won? No, now is time for bloody retribution!","Wow, pipe down. Why so angry?",Islamophobia,generic,question,21,female,Master
hate speech,counter hate speech,"Hate speech, because it promotes hate and violence based on religion (Muslims).--Counter hate speech, because it is responding to the previous hate speech by questioning the anger and promoting a calmer and more empathetic approach.",ENT1ST0014HS0004CN000855P1,This despicable Muslims hadn't won yet. Now there will be a cruel punishment!,"Wow, pipe down. Why so angry?",Islamophobia,generic,question,21,female,Master
hate speech,counter hate speech,"Hate speech, because it promotes violence and harm based on religion (Muslims).--Counter hate speech, because it challenges the anger and aggression expressed in the previous hate speech by asking for clarification and urging for calmness.",ENT1ST0014HS0004CN000855P2,"We should have a flaming punishment on these Muslims, before they win.","Wow, pipe down. Why so angry?",Islamophobia,generic,question,21,female,Master
hate speech,counter hate speech,"Hate speech, because it promotes violence and hate based on religion (Muslims).--Counter hate speech, because it challenges the hate narrative by highlighting the positive contributions of Muslims and questioning the call for violence and retribution.",ENT1ST0014HS0004CN000856,"You think these Muslim cockroaches have won? No, now is time for bloody retribution!","1000s of Muslims died in WW1 and 2 defending Britain, 1000s still in UK armed forces defending peace across the world. Bloody retribution on them, really?",Islamophobia,generic,"facts , hypocrisy",50,male,Bachelor
hate speech,counter hate speech,"Hate speech, because it promotes violence and expresses hate towards Muslims based on their religion.--Counter hate speech, because it challenges the hate narrative by highlighting the contributions of Muslims to Britain and the world, and questions the idea of seeking retribution against them.",ENT1ST0014HS0004CN000856P1,This despicable Muslims hadn't won yet. Now there will be a cruel punishment!,"1000s of Muslims died in WW1 and 2 defending Britain, 1000s still in UK armed forces defending peace across the world. Bloody retribution on them, really?",Islamophobia,generic,"facts , hypocrisy",50,male,Bachelor
hate speech,counter hate speech,"Hate speech, because it promotes violence and hate towards Muslims based on their religion.--Counter hate speech, because it challenges the hate speech by highlighting the positive contributions of Muslims and questioning the idea of retribution based on their religion.",ENT1ST0014HS0004CN000856P2,"We should have a flaming punishment on these Muslims, before they win.","1000s of Muslims died in WW1 and 2 defending Britain, 1000s still in UK armed forces defending peace across the world. Bloody retribution on them, really?",Islamophobia,generic,"facts , hypocrisy",50,male,Bachelor
hate speech,counter hate speech,"Hate speech, because it promotes violence and hate based on religion (Islam/Muslims).--Counter hate speech, because it challenges the hateful narrative by highlighting the positive contributions of the group being targeted and calling out the negative impact of hateful comments.",ENT1ST0014HS0004CN000857,"You think these Muslim cockroaches have won? No, now is time for bloody retribution!","Quick while they're distracted being doctors, nurses, teachers and just getting on with their lives. (its comments like yours that creates tension and conflict)",Islamophobia,generic,"affiliation , denouncing , humor",50,male,Bachelor
hate speech,counter hate speech,"Hate speech, because it expresses hate and incites violence based on religion (Muslims).--Counter hate speech, because it challenges the negative stereotypes and hateful speech directed towards Muslims by highlighting their positive contributions to society and calling out the divisive nature of the previous speech.",ENT1ST0014HS0004CN000857P1,This despicable Muslims hadn't won yet. Now there will be a cruel punishment!,"Quick while they're distracted being doctors, nurses, teachers and just getting on with their lives. (its comments like yours that creates tension and conflict)",Islamophobia,generic,"affiliation , denouncing , humor",50,male,Bachelor
hate speech,counter hate speech,"Hate speech, because it promotes violence and hate towards Muslims based on their religion.--Counter hate speech, because it challenges the hateful narrative towards Muslims by highlighting their positive contributions to society and calling out the divisive and harmful nature of the previous speech.",ENT1ST0014HS0004CN000857P2,"We should have a flaming punishment on these Muslims, before they win.","Quick while they're distracted being doctors, nurses, teachers and just getting on with their lives. (its comments like yours that creates tension and conflict)",Islamophobia,generic,"affiliation , denouncing , humor",50,male,Bachelor
hate speech,counter hate speech,"hate speech, because it promotes violence and hate based on religion (Muslims).--counter hate speech, because it challenges the hate speech by providing a different perspective and highlighting the positive contributions of Muslims.",ENT1ST0014HS0004CN000858,"You think these Muslim cockroaches have won? No, now is time for bloody retribution!","Not sure what you mean about Muslim's having won, when over 400,000 Muslims fought and died voluntarily for Britain in WW1, anyone would think they have always been on our side.",Islamophobia,generic,"facts , hypocrisy",25,male,Some university without degree
hate speech,counter hate speech,"Hate speech, because it promotes hate and violence based on religion (Muslims) by expressing a desire for cruel punishment towards them.--Counter hate speech, because it challenges the hate speech by providing a different perspective and highlighting the positive contributions of Muslims, thus promoting empathy and understanding.",ENT1ST0014HS0004CN000858P1,This despicable Muslims hadn't won yet. Now there will be a cruel punishment!,"Not sure what you mean about Muslim's having won, when over 400,000 Muslims fought and died voluntarily for Britain in WW1, anyone would think they have always been on our side.",Islamophobia,generic,"facts , hypocrisy",25,male,Some university without degree
hate speech,counter hate speech,"Hate speech, because it promotes violence and harm based on religion (Muslims).--Counter hate speech, because it challenges the hate narrative by providing historical context and promoting empathy towards Muslims.",ENT1ST0014HS0004CN000858P2,"We should have a flaming punishment on these Muslims, before they win.","Not sure what you mean about Muslim's having won, when over 400,000 Muslims fought and died voluntarily for Britain in WW1, anyone would think they have always been on our side.",Islamophobia,generic,"facts , hypocrisy",25,male,Some university without degree
hate speech,counter hate speech,"Hate speech, because it promotes violence and hate towards a specific group based on religion (Muslims).--Counter hate speech, because it is addressing the violent and hateful nature of the previous speech and suggesting taking appropriate action to address it.",ENT1ST0014HS0004CN000859,"You think these Muslim cockroaches have won? No, now is time for bloody retribution!",That sounds like quite a violent threat. Should I let the police know about this or?,Islamophobia,generic,consequences,21,female,Master
hate speech,counter hate speech,"Hate speech, because it promotes violence and expresses hate towards Muslims based on their religion.--Counter hate speech, because it is challenging the violent and hateful narrative towards Muslims by questioning the threat and suggesting involving the police for potential harm prevention.",ENT1ST0014HS0004CN000859P1,This despicable Muslims hadn't won yet. Now there will be a cruel punishment!,That sounds like quite a violent threat. Should I let the police know about this or?,Islamophobia,generic,consequences,21,female,Master
hate speech,counter hate speech,"Hate speech, because it promotes violence and harm based on religion (Muslims).--Counter hate speech, because it challenges the violent and hateful narrative of the previous speech by questioning the need to involve the police.",ENT1ST0014HS0004CN000859P2,"We should have a flaming punishment on these Muslims, before they win.",That sounds like quite a violent threat. Should I let the police know about this or?,Islamophobia,generic,consequences,21,female,Master
hate speech,counter hate speech,"hate speech, because it promotes violence and hate towards a specific group based on religion (Muslims).--counter hate speech, because it is challenging the dehumanizing language used in the previous hate speech and showing empathy towards the targeted group.",ENT1ST0014HS0004CN000860,"You think these Muslim cockroaches have won? No, now is time for bloody retribution!",Such dehumanising language against many people.,Islamophobia,generic,denouncing,25,male,Master
hate speech,counter hate speech,"Hate speech, because it promotes hate and violence based on religion (Muslims) by expressing a desire for cruel punishment towards them.--Counter hate speech, because it is challenging the dehumanizing language used against a group of people in the previous hate speech, showing empathy and advocating against such harmful rhetoric.",ENT1ST0014HS0004CN000860P1,This despicable Muslims hadn't won yet. Now there will be a cruel punishment!,Such dehumanising language against many people.,Islamophobia,generic,denouncing,25,male,Master
hate speech,counter hate speech,"Hate speech, because it promotes violence and harm based on religion (Muslims).--Counter hate speech, because it challenges the dehumanizing language used against a group of people (Muslims) in the previous hate speech.",ENT1ST0014HS0004CN000860P2,"We should have a flaming punishment on these Muslims, before they win.",Such dehumanising language against many people.,Islamophobia,generic,denouncing,25,male,Master
hate speech,counter hate speech,"hate speech, because it promotes violence and hate based on religion (Islam/Muslims).--counter hate speech, because it challenges Islamophobic rhetoric and promotes empathy and understanding towards Muslims, rather than promoting hate or violence.",ENT1ST0014HS0004CN000861,"You think these Muslim cockroaches have won? No, now is time for bloody retribution!","What are they trying to win? Muslims in the UK aren't at war with anyone, the only thing creating conflict is Islamophobic rhetoric like this, seeking to create a divide.",Islamophobia,generic,"denouncing , facts",21,female,Master
hate speech,counter hate speech,"Hate speech, because it expresses hate and incites violence based on religion (Muslims).--Counter hate speech, because it challenges the hate speech directed towards Muslims and highlights the impact of Islamophobic rhetoric in creating division.",ENT1ST0014HS0004CN000861P1,This despicable Muslims hadn't won yet. Now there will be a cruel punishment!,"What are they trying to win? Muslims in the UK aren't at war with anyone, the only thing creating conflict is Islamophobic rhetoric like this, seeking to create a divide.",Islamophobia,generic,"denouncing , facts",21,female,Master
hate speech,counter hate speech,"Hate speech, because it promotes violence and harm based on religion (Muslims).--Counter hate speech, because it challenges the hate speech directed towards Muslims and highlights how Islamophobic rhetoric is the actual source of conflict, advocating for unity instead of division.",ENT1ST0014HS0004CN000861P2,"We should have a flaming punishment on these Muslims, before they win.","What are they trying to win? Muslims in the UK aren't at war with anyone, the only thing creating conflict is Islamophobic rhetoric like this, seeking to create a divide.",Islamophobia,generic,"denouncing , facts",21,female,Master
hate speech,counter hate speech,"hate speech, because it promotes violence and hate based on religion (Islam/Muslims).--counter hate speech, because it is calling out the incitement to violence in the previous speech and showing disapproval of such behavior.",ENT1ST0014HS0004CN000862,"You think these Muslim cockroaches have won? No, now is time for bloody retribution!",Sounds like incitement to me.,Islamophobia,generic,"consequences , denouncing",25,male,Some university without degree
hate speech,counter hate speech,"Hate speech, because it expresses hate and incites violence based on religion (Muslims).--Counter hate speech, because it is challenging the incitement to violence in the previous hate speech rather than responding with more hate speech.",ENT1ST0014HS0004CN000862P1,This despicable Muslims hadn't won yet. Now there will be a cruel punishment!,Sounds like incitement to me.,Islamophobia,generic,"consequences , denouncing",25,male,Some university without degree
hate speech,counter hate speech,"Hate speech, because it promotes violence and harm based on religion (Muslims).--Counter hate speech, because it challenges the incitement to violence in the previous speech by pointing out the problematic nature of the statement.",ENT1ST0014HS0004CN000862P2,"We should have a flaming punishment on these Muslims, before they win.",Sounds like incitement to me.,Islamophobia,generic,"consequences , denouncing",25,male,Some university without degree
hate speech,counter hate speech,"hate speech, because it promotes violence and hate towards a specific group based on religion (Muslims).--counter hate speech, because it challenges the hate speech by promoting empathy and highlighting that the majority of people are not seeking conflict based on religion.",ENT1ST0014HS0004CN000863,"You think these Muslim cockroaches have won? No, now is time for bloody retribution!",Bloody retribution? Most people of all faiths are just getting on with their lives and a tiny minority like your comment seems to be trying to create conflict. But I do not think any of you are winning.,Islamophobia,generic,denouncing,50,male,Bachelor
hate speech,counter hate speech,"Hate speech, because it expresses hate and incites violence based on religion (Muslims).--Counter hate speech, because it challenges the hate narrative by promoting empathy and discouraging conflict, rather than responding with more hate speech.",ENT1ST0014HS0004CN000863P1,This despicable Muslims hadn't won yet. Now there will be a cruel punishment!,Bloody retribution? Most people of all faiths are just getting on with their lives and a tiny minority like your comment seems to be trying to create conflict. But I do not think any of you are winning.,Islamophobia,generic,denouncing,50,male,Bachelor
hate speech,counter hate speech,"Hate speech, because it promotes violence and harm based on religion (Muslims).--Counter hate speech, because it challenges the hateful narrative by promoting understanding and highlighting the peaceful coexistence of people from different faiths.",ENT1ST0014HS0004CN000863P2,"We should have a flaming punishment on these Muslims, before they win.",Bloody retribution? Most people of all faiths are just getting on with their lives and a tiny minority like your comment seems to be trying to create conflict. But I do not think any of you are winning.,Islamophobia,generic,denouncing,50,male,Bachelor
hate speech,counter hate speech,"hate speech, because it promotes violence and hate based on religion (Muslims).--counter hate speech, because it challenges the hate speech by acknowledging the positive contributions of Muslim doctors and promoting unity rather than division.",ENT1ST0014HS0004CN000864,"You think these Muslim cockroaches have won? No, now is time for bloody retribution!",Didn't realise we were against each other. [insert number of Muslim doctors] seems like they're making Britain stronger.,Islamophobia,generic,"facts , hypocrisy",25,male,Some university without degree
hate speech,counter hate speech,"Hate speech, because it expresses hate and incites violence based on religion (Muslims).--Counter hate speech, because it challenges the hate narrative by acknowledging the positive contribution of Muslim doctors to society.",ENT1ST0014HS0004CN000864P1,This despicable Muslims hadn't won yet. Now there will be a cruel punishment!,Didn't realise we were against each other. [insert number of Muslim doctors] seems like they're making Britain stronger.,Islamophobia,generic,"facts , hypocrisy",25,male,Some university without degree
hate speech,counter hate speech,"Hate speech, because it promotes violence and harm based on religion (Muslims).--Counter hate speech, because it challenges the hate narrative by acknowledging the positive contribution of Muslim doctors to society and promoting unity rather than division.",ENT1ST0014HS0004CN000864P2,"We should have a flaming punishment on these Muslims, before they win.",Didn't realise we were against each other. [insert number of Muslim doctors] seems like they're making Britain stronger.,Islamophobia,generic,"facts , hypocrisy",25,male,Some university without degree
hate speech,counter hate speech,"Hate speech, because it promotes violence and hate based on religion (Muslims).--Counter hate speech, because it challenges the hate narrative and promotes empathy towards Muslims by advocating for their right to exist free from discrimination and hate.",ENT1ST0014HS0004CN000865,"You think these Muslim cockroaches have won? No, now is time for bloody retribution!",The only thing Muslims are trying to 'win' is the right to exist free from discrimination and dehumanising hate like this.,Islamophobia,generic,denouncing,21,female,Master
hate speech,counter hate speech,"Hate speech, because it expresses hate and incites violence based on religion (Muslims).--Counter hate speech, because it challenges the hate narrative in the previous speech and advocates for the rights and dignity of Muslims.",ENT1ST0014HS0004CN000865P1,This despicable Muslims hadn't won yet. Now there will be a cruel punishment!,The only thing Muslims are trying to 'win' is the right to exist free from discrimination and dehumanising hate like this.,Islamophobia,generic,denouncing,21,female,Master
hate speech,counter hate speech,"Hate speech, because it promotes violence and hate towards Muslims based on their religion.--Counter hate speech, because it challenges the hateful narrative towards Muslims and advocates for their right to exist without discrimination or hate.",ENT1ST0014HS0004CN000865P2,"We should have a flaming punishment on these Muslims, before they win.",The only thing Muslims are trying to 'win' is the right to exist free from discrimination and dehumanising hate like this.,Islamophobia,generic,denouncing,21,female,Master
hate speech,counter hate speech,"hate speech, because it promotes violence and hate based on religion (Muslims) which is not acceptable.--counter hate speech, because it challenges the hate narrative by promoting unity and discouraging putting others down based on their religion.",ENT1ST0014HS0004CN000866,"You think these Muslim cockroaches have won? No, now is time for bloody retribution!",Its not an us and them thing. We are all just trying to get on and make a living. You do not do that by putting anyone down.,Islamophobia,generic,facts,50,male,Bachelor
hate speech,counter hate speech,"Hate speech, because it expresses hate and incites violence based on religion (Muslims).--Counter hate speech, because it challenges the ""us vs them"" mentality and promotes empathy and understanding instead of promoting hate or violence.",ENT1ST0014HS0004CN000866P1,This despicable Muslims hadn't won yet. Now there will be a cruel punishment!,Its not an us and them thing. We are all just trying to get on and make a living. You do not do that by putting anyone down.,Islamophobia,generic,facts,50,male,Bachelor
hate speech,counter hate speech,"Hate speech, because it promotes violence and harm based on religion (Muslims).--Counter hate speech, because it challenges the hate narrative by promoting unity and empathy, emphasizing that putting others down is not the way to achieve common goals.",ENT1ST0014HS0004CN000866P2,"We should have a flaming punishment on these Muslims, before they win.",Its not an us and them thing. We are all just trying to get on and make a living. You do not do that by putting anyone down.,Islamophobia,generic,facts,50,male,Bachelor
hate speech,counter hate speech,"hate speech, because it promotes violence and hate based on religion (Islam/Muslims).--counter hate speech, because it challenges the hate speech by questioning the narrative and expressing skepticism towards the hateful message without promoting violence or inciting hate.",ENT1ST0014HS0004CN000867,"You think these Muslim cockroaches have won? No, now is time for bloody retribution!",Have won at what? The only thing I see is paranoid messages like this painting a not so convincing picture of some sort of Muslim originated threat.,Islamophobia,generic,denouncing,25,male,Some university without degree
hate speech,counter hate speech,"Hate speech, because it promotes hate and violence based on religion (Muslims).--Counter hate speech, because it challenges the hate narrative in the previous speech by questioning the portrayal of Muslims as a threat and showing skepticism towards the hateful message.",ENT1ST0014HS0004CN000867P1,This despicable Muslims hadn't won yet. Now there will be a cruel punishment!,Have won at what? The only thing I see is paranoid messages like this painting a not so convincing picture of some sort of Muslim originated threat.,Islamophobia,generic,denouncing,25,male,Some university without degree
hate speech,counter hate speech,"Hate speech, because it promotes violence and harm based on religion (Muslims).--Counter hate speech, because it challenges the hate narrative by questioning the validity of the fear-mongering message directed at Muslims in the previous speech.",ENT1ST0014HS0004CN000867P2,"We should have a flaming punishment on these Muslims, before they win.",Have won at what? The only thing I see is paranoid messages like this painting a not so convincing picture of some sort of Muslim originated threat.,Islamophobia,generic,denouncing,25,male,Some university without degree
hate speech,counter hate speech,"hate speech, because it promotes violence and hate based on religion (Islam/Muslims).--counter hate speech, because it challenges the dehumanizing language used in the previous hate speech and calls out the lack of respect towards others.",ENT1ST0014HS0004CN000868,"You think these Muslim cockroaches have won? No, now is time for bloody retribution!",Good to see you are so respectful of your fellow human beings. Cockroaches is such an endearing and humanising term.,Islamophobia,generic,denouncing,21,female,Master
hate speech,counter hate speech,"Hate speech, because it promotes violence and expresses hate towards Muslims based on their religion.--Counter hate speech, because it challenges the dehumanizing language used in the previous hate speech by pointing out the disrespectful nature of such language and sarcastically highlighting the absurdity of using derogatory terms like ""cockroaches"" to refer to fellow human beings.",ENT1ST0014HS0004CN000868P1,This despicable Muslims hadn't won yet. Now there will be a cruel punishment!,Good to see you are so respectful of your fellow human beings. Cockroaches is such an endearing and humanising term.,Islamophobia,generic,denouncing,21,female,Master
hate speech,counter hate speech,"Hate speech, because it promotes violence and harm based on religion (Muslims).--Counter hate speech, because it challenges the dehumanizing language used in the previous hate speech by pointing out the importance of respect towards others.",ENT1ST0014HS0004CN000868P2,"We should have a flaming punishment on these Muslims, before they win.",Good to see you are so respectful of your fellow human beings. Cockroaches is such an endearing and humanising term.,Islamophobia,generic,denouncing,21,female,Master
hate speech,counter hate speech,"hate speech, because it promotes violence and hate based on religion (Islam/Muslims).--counter hate speech, because it challenges the call for violence and retribution in the previous hate speech by advocating for peace and non-violence.",ENT1ST0014HS0004CN000869,"You think these Muslim cockroaches have won? No, now is time for bloody retribution!",Bloody retribution? An eye for an eye makes the whole world blind!,Islamophobia,generic,denouncing,21,female,Master
hate speech,counter hate speech,"Hate speech, because it expresses hate and incites violence based on religion (Muslims).--Counter hate speech, because it challenges the idea of violent retribution and promotes empathy and understanding instead.",ENT1ST0014HS0004CN000869P1,This despicable Muslims hadn't won yet. Now there will be a cruel punishment!,Bloody retribution? An eye for an eye makes the whole world blind!,Islamophobia,generic,denouncing,21,female,Master
hate speech,counter hate speech,"Hate speech, because it promotes violence and harm based on religion (Muslims).--Counter hate speech, because it challenges the call for violence and retribution in the previous hate speech by advocating against a cycle of revenge and promoting empathy.",ENT1ST0014HS0004CN000869P2,"We should have a flaming punishment on these Muslims, before they win.",Bloody retribution? An eye for an eye makes the whole world blind!,Islamophobia,generic,denouncing,21,female,Master
hate speech,counter hate speech,"Hate speech, because it promotes hate and division based on religion by suggesting unequal treatment based on religious affiliation.--Counter hate speech, because it challenges the hate speech directed towards Muslims by highlighting the bigotry and prejudice faced by Muslims, promoting empathy and understanding instead of furthering hate.",ENT1ST0014HS0016CN000777,It is one law for Muslims and another law for us.,"Yes, as well as everything non-Muslims aren't allowed to do by law, Muslims also have to put up with hateful bigotry and prejudice from people like you.",Islamophobia,generic,negative,21,female,Master
neutral speech,neutral speech,"Neutral speech, because the statement does not express hate, incite violence, or promote harm towards Muslims based on their religion. It simply acknowledges a perceived difference in privileges without expressing any negative sentiment.--Neutral speech, because the statement acknowledges the existence of bigotry and prejudice towards Muslims without promoting hate, violence, or harm based on their religion. It does not express or incite hatred towards any group.",ENT1ST0014HS0016CN000777P1,Muslims have privileges that we do not have.,"Yes, as well as everything non-Muslims aren't allowed to do by law, Muslims also have to put up with hateful bigotry and prejudice from people like you.",Islamophobia,generic,negative,21,female,Master
hate speech,counter hate speech,"Hate speech, because it promotes hate based on religion by emphasizing differences and implying a negative connotation towards Muslims.--Counter hate speech, because it challenges the hateful narrative presented in the previous speech by pointing out the bigotry and prejudice faced by Muslims, promoting empathy and understanding.",ENT1ST0014HS0016CN000777P2,"There are too many differences between Muslims and us, for example Muslims have different laws from us.","Yes, as well as everything non-Muslims aren't allowed to do by law, Muslims also have to put up with hateful bigotry and prejudice from people like you.",Islamophobia,generic,negative,21,female,Master
hate speech,counter hate speech,"Hate speech, because it promotes hate and division based on religion by suggesting unequal treatment based on religious affiliation.--Counter hate speech, because it challenges the previous hate speech by asking for clarification and potentially promoting understanding rather than furthering hate or division.",ENT1ST0014HS0016CN000778,It is one law for Muslims and another law for us.,In what way?,Islamophobia,generic,question,21,female,Master
neutral speech,neutral speech,"Neutral speech, because the statement does not insult, express, incite, or promote hate, violence, or harm towards Muslims or any other group. It simply acknowledges a perceived difference in privileges.--Neutral speech, because the statement is a simple question seeking clarification and does not contain any elements of hate, violence, or harm towards any group or individual.",ENT1ST0014HS0016CN000778P1,Muslims have privileges that we do not have.,In what way?,Islamophobia,generic,question,21,female,Master
hate speech,counter hate speech,"Hate speech, because it promotes hate and division based on religion by emphasizing differences in a negative light.--Counter hate speech, because it challenges the previous hate speech by asking for clarification and potentially opening up a dialogue rather than perpetuating hate or division.",ENT1ST0014HS0016CN000778P2,"There are too many differences between Muslims and us, for example Muslims have different laws from us.",In what way?,Islamophobia,generic,question,21,female,Master
neutral speech,neutral speech,"Neutral speech, because the statement does not express hate, incite violence, or promote harm towards any specific group based on their race, gender, ethnicity, religion, nationality, sexual orientation, disability status, or caste. It simply highlights a perceived difference in treatment under the law.--Neutral speech, because the statement is a request for evidence and does not insult, express, incite, or promote hate, violence, or serious harm towards any specific group based on their characteristics. It is a neutral inquiry seeking clarification or proof.",ENT1ST0014HS0016CN000779,It is one law for Muslims and another law for us.,Evidence please?,Islamophobia,generic,question,25,male,Master
neutral speech,neutral speech,"Neutral speech, because the statement does not insult, express, incite, or promote hate, violence, or harm towards Muslims based on their religion. It simply acknowledges a perceived difference in privileges.--Neutral speech, because the statement is a request for evidence and does not contain any elements of hate, violence, or harm towards any specific group based on their characteristics.",ENT1ST0014HS0016CN000779P1,Muslims have privileges that we do not have.,Evidence please?,Islamophobia,generic,question,25,male,Master
hate speech,counter hate speech,"Hate speech, because it promotes hate based on religion by emphasizing differences and implying a negative connotation towards Muslims.--Counter hate speech, because it challenges the previous hate speech by asking for evidence and promoting a more rational and empathetic approach rather than perpetuating negative stereotypes.",ENT1ST0014HS0016CN000779P2,"There are too many differences between Muslims and us, for example Muslims have different laws from us.",Evidence please?,Islamophobia,generic,question,25,male,Master
hate speech,neutral speech,"Hate speech, because it promotes hate based on religion by implying unequal treatment based on religious affiliation.--Neutral speech, as it does not promote hate, incite violence, or target any specific group based on their characteristics.",ENT1ST0014HS0016CN000780,It is one law for Muslims and another law for us.,It is quite literally not.,Islamophobia,generic,facts,21,female,Master
neutral speech,neutral speech,"Neutral speech, because the statement does not insult, express, incite, or promote hate, violence, or serious harm towards Muslims based on their religion. It simply mentions a perception of privilege without promoting any negative actions or stereotypes.--Neutral speech, because the statement provided is very vague and does not contain any elements of hate, violence, or harm towards any specific group based on their characteristics. It lacks context to determine if it falls under hate speech.",ENT1ST0014HS0016CN000780P1,Muslims have privileges that we do not have.,It is quite literally not.,Islamophobia,generic,facts,21,female,Master
hate speech,counter hate speech,"Hate speech, because it promotes hate based on religion by emphasizing differences and implying a negative connotation towards Muslims.--Counter hate speech, because it challenges the negative narrative towards Muslims by directly refuting the statement that emphasizes differences and implies a negative view.",ENT1ST0014HS0016CN000780P2,"There are too many differences between Muslims and us, for example Muslims have different laws from us.",It is quite literally not.,Islamophobia,generic,facts,21,female,Master
hate speech,neutral speech,"Hate speech, because it promotes division and discrimination based on religion.--Neutral speech, as it does not promote hate, violence, or discrimination based on any specific characteristic.",ENT1ST0014HS0016CN000781,It is one law for Muslims and another law for us.,"Nah, I think that is too much effort for our politicians.",Islamophobia,generic,humor,25,male,Bachelor
neutral speech,neutral speech,"Neutral speech, because the statement does not insult, express, incite, or promote hate, violence, or harm towards Muslims based on their religion. It simply acknowledges a perceived difference in privileges.--Neutral speech, because the statement does not insult, express, incite, or promote hate, violence, or harm based on any protected characteristic. It simply expresses an opinion on the effort level of politicians.",ENT1ST0014HS0016CN000781P1,Muslims have privileges that we do not have.,"Nah, I think that is too much effort for our politicians.",Islamophobia,generic,humor,25,male,Bachelor
hate speech,neutral speech,"Hate speech, because it promotes hate based on religion by emphasizing differences and potentially inciting negative attitudes towards Muslims.--Neutral speech, as it does not promote hate, incite violence, or target any specific group based on their characteristics.",ENT1ST0014HS0016CN000781P2,"There are too many differences between Muslims and us, for example Muslims have different laws from us.","Nah, I think that is too much effort for our politicians.",Islamophobia,generic,humor,25,male,Bachelor
hate speech,counter hate speech,"Hate speech, because it promotes division and discrimination based on religion.--Counter hate speech, because it challenges the discriminatory narrative presented in the previous speech and advocates for fair treatment and empathy towards Muslims.",ENT1ST0014HS0016CN000782,It is one law for Muslims and another law for us.,"If Muslims are treated any differently by the law, they're treated worse (link to article about stop and search and police targeting of Muslims).",Islamophobia,generic,facts,21,female,Master
neutral speech,neutral speech,"Neutral speech, because the statement does not insult, promote hate, or incite violence towards Muslims based on their religion. It simply mentions a perception of privilege without expressing hate or discrimination.--Neutral speech, because the statement is discussing potential unequal treatment of Muslims by the law and referencing an article about stop and search practices, without promoting hate or inciting violence towards Muslims. It is addressing a social issue without expressing hate or discrimination.",ENT1ST0014HS0016CN000782P1,Muslims have privileges that we do not have.,"If Muslims are treated any differently by the law, they're treated worse (link to article about stop and search and police targeting of Muslims).",Islamophobia,generic,facts,21,female,Master
hate speech,counter hate speech,"Hate speech, because it promotes hate and division based on religion by emphasizing differences in a negative light.--Counter hate speech, because it challenges the negative narrative presented in the previous speech by advocating for fair treatment and highlighting potential discrimination faced by Muslims.",ENT1ST0014HS0016CN000782P2,"There are too many differences between Muslims and us, for example Muslims have different laws from us.","If Muslims are treated any differently by the law, they're treated worse (link to article about stop and search and police targeting of Muslims).",Islamophobia,generic,facts,21,female,Master
neutral speech,neutral speech,"Neutral speech, because the statement does not express hate, incite violence, or promote harm towards any specific group based on their race, gender, ethnicity, religion, nationality, sexual orientation, disability status, or caste. It simply highlights a perceived difference in treatment under the law.--Neutral speech, because the speech provided is too vague to be categorized as hate speech. It does not target any specific group based on the defined criteria for hate speech.",ENT1ST0014HS0016CN000783,It is one law for Muslims and another law for us.,Example?,Islamophobia,generic,question,25,male,Bachelor
neutral speech,neutral speech,"Neutral speech, because it simply states a perceived observation without promoting hate, violence, or discrimination towards Muslims.--Neutral speech, as the speech provided is unclear and lacks any context or content that promotes hate, violence, or discrimination towards any group.",ENT1ST0014HS0016CN000783P1,Muslims have privileges that we do not have.,Example?,Islamophobia,generic,question,25,male,Bachelor
